Date as of,First week,Last week,State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
12/09/2020,02/01/2020,12/05/2020,VA,Portsmouth city,51740,Large fringe metro,75,992
12/09/2020,02/01/2020,12/05/2020,VA,Richmond city,51760,Large central metro,156,2827
12/09/2020,02/01/2020,12/05/2020,VA,Roanoke city,51770,Medium metro,145,2132
12/09/2020,02/01/2020,12/05/2020,VA,Salem city,51775,Medium metro,79,819
12/09/2020,02/01/2020,12/05/2020,VA,Suffolk city,51800,Large fringe metro,96,849
12/09/2020,02/01/2020,12/05/2020,VA,Virginia Beach city,51810,Large central metro,106,2855
12/09/2020,02/01/2020,12/05/2020,VA,Winchester city,51840,Small metro,50,950
12/09/2020,02/01/2020,12/05/2020,VT,Chittenden County,50007,Small metro,51,1436
12/09/2020,02/01/2020,12/05/2020,WA,Benton County,53005,Medium metro,184,1722
12/09/2020,02/01/2020,12/05/2020,WA,Chelan County,53007,Small metro,46,832
12/09/2020,02/01/2020,12/05/2020,WA,Clark County,53011,Large fringe metro,97,3513
12/09/2020,02/01/2020,12/05/2020,WA,Franklin County,53021,Medium metro,45,300
12/09/2020,02/01/2020,12/05/2020,WA,Grant County,53025,Micropolitan,19,500
12/09/2020,02/01/2020,12/05/2020,WA,Grays Harbor County,53027,Micropolitan,14,645
12/09/2020,02/01/2020,12/05/2020,WA,Island County,53029,Micropolitan,13,506
12/09/2020,02/01/2020,12/05/2020,WA,King County,53033,Large central metro,834,12554
12/09/2020,02/01/2020,12/05/2020,WA,Kitsap County,53035,Medium metro,26,1804
12/09/2020,02/01/2020,12/05/2020,WA,Kittitas County,53037,Micropolitan,21,258
12/09/2020,02/01/2020,12/05/2020,WA,Lewis County,53041,Micropolitan,15,701
12/09/2020,02/01/2020,12/05/2020,WA,Okanogan County,53047,Noncore,12,286
12/09/2020,02/01/2020,12/05/2020,WA,Pierce County,53053,Large fringe metro,241,6444
12/09/2020,02/01/2020,12/05/2020,WA,Skagit County,53057,Small metro,26,1106
12/09/2020,02/01/2020,12/05/2020,WA,Snohomish County,53061,Large fringe metro,208,4722
12/09/2020,02/01/2020,12/05/2020,WA,Spokane County,53063,Medium metro,262,4837
12/09/2020,02/01/2020,12/05/2020,WA,Thurston County,53067,Medium metro,47,2163
12/09/2020,02/01/2020,12/05/2020,WA,Walla Walla County,53071,Small metro,26,552
12/09/2020,02/01/2020,12/05/2020,WA,Whatcom County,53073,Small metro,58,1604
12/09/2020,02/01/2020,12/05/2020,WA,Whitman County,53075,Micropolitan,21,227
12/09/2020,02/01/2020,12/05/2020,WA,Yakima County,53077,Small metro,246,1928
12/09/2020,02/01/2020,12/05/2020,WI,Ashland County,55003,Noncore,13,145
12/09/2020,02/01/2020,12/05/2020,WI,Barron County,55005,Noncore,32,408
12/09/2020,02/01/2020,12/05/2020,WI,Brown County,55009,Medium metro,280,2563
12/09/2020,02/01/2020,12/05/2020,WI,Calumet County,55015,Small metro,15,249
12/09/2020,02/01/2020,12/05/2020,WI,Chippewa County,55017,Small metro,38,453
12/09/2020,02/01/2020,12/05/2020,WI,Clark County,55019,Noncore,25,254
12/09/2020,02/01/2020,12/05/2020,WI,Columbia County,55021,Medium metro,17,451
12/09/2020,02/01/2020,12/05/2020,WI,Dane County,55025,Medium metro,207,4113
12/09/2020,02/01/2020,12/05/2020,WI,Dodge County,55027,Micropolitan,83,858
12/09/2020,02/01/2020,12/05/2020,WI,Door County,55029,Noncore,12,274
12/09/2020,02/01/2020,12/05/2020,WI,Dunn County,55033,Micropolitan,10,241
12/09/2020,02/01/2020,12/05/2020,WI,Eau Claire County,55035,Small metro,95,1148
12/09/2020,02/01/2020,12/05/2020,WI,Fond du Lac County,55039,Small metro,76,945
12/09/2020,02/01/2020,12/05/2020,WI,Grant County,55043,Micropolitan,42,396
12/09/2020,02/01/2020,12/05/2020,WI,Iron County,55051,Noncore,10,63
12/09/2020,02/01/2020,12/05/2020,WI,Jefferson County,55055,Micropolitan,29,598
12/09/2020,02/01/2020,12/05/2020,WI,Kenosha County,55059,Large fringe metro,178,1460
12/09/2020,02/01/2020,12/05/2020,WI,Kewaunee County,55061,Medium metro,10,125
12/09/2020,02/01/2020,12/05/2020,WI,La Crosse County,55063,Small metro,95,1352
12/09/2020,02/01/2020,12/05/2020,WI,Langlade County,55067,Noncore,23,190
12/09/2020,02/01/2020,12/05/2020,WI,Lincoln County,55069,Micropolitan,25,265
12/09/2020,02/01/2020,12/05/2020,WI,Manitowoc County,55071,Micropolitan,36,668
12/09/2020,02/01/2020,12/05/2020,WI,Marathon County,55073,Small metro,187,1469
12/09/2020,02/01/2020,12/05/2020,WI,Marinette County,55075,Micropolitan,48,476
12/09/2020,02/01/2020,12/05/2020,WI,Marquette County,55077,Noncore,10,129
12/09/2020,02/01/2020,12/05/2020,WI,Milwaukee County,55079,Large central metro,801,9133
12/09/2020,02/01/2020,12/05/2020,WI,Monroe County,55081,Noncore,12,358
12/09/2020,02/01/2020,12/05/2020,WI,Oconto County,55083,Medium metro,16,277
12/09/2020,02/01/2020,12/05/2020,WI,Oneida County,55085,Noncore,31,472
12/09/2020,02/01/2020,12/05/2020,WI,Outagamie County,55087,Small metro,186,1617
12/09/2020,02/01/2020,12/05/2020,WI,Ozaukee County,55089,Large fringe metro,113,1027
12/09/2020,02/01/2020,12/05/2020,WI,Pierce County,55093,Large fringe metro,12,198
12/09/2020,02/01/2020,12/05/2020,WI,Portage County,55097,Micropolitan,31,429
12/09/2020,02/01/2020,12/05/2020,WI,Racine County,55101,Small metro,132,1574
12/09/2020,02/01/2020,12/05/2020,WI,Rock County,55105,Small metro,87,1525
12/09/2020,02/01/2020,12/05/2020,WI,St. Croix County,55109,Large fringe metro,16,515
12/09/2020,02/01/2020,12/05/2020,WI,Sauk County,55111,Micropolitan,22,536
12/09/2020,02/01/2020,12/05/2020,WI,Shawano County,55115,Micropolitan,43,380
12/09/2020,02/01/2020,12/05/2020,WI,Sheboygan County,55117,Small metro,100,1091
12/09/2020,02/01/2020,12/05/2020,WI,Taylor County,55119,Noncore,19,145
12/09/2020,02/01/2020,12/05/2020,WI,Trempealeau County,55121,Noncore,20,208
12/09/2020,02/01/2020,12/05/2020,WI,Vernon County,55123,Noncore,13,264
12/09/2020,02/01/2020,12/05/2020,WI,Walworth County,55127,Micropolitan,49,766
12/09/2020,02/01/2020,12/05/2020,WI,Washington County,55131,Large fringe metro,44,964
12/09/2020,02/01/2020,12/05/2020,WI,Waukesha County,55133,Large fringe metro,290,3312
12/09/2020,02/01/2020,12/05/2020,WI,Waupaca County,55135,Noncore,99,593
12/09/2020,02/01/2020,12/05/2020,WI,Winnebago County,55139,Small metro,141,1630
12/09/2020,02/01/2020,12/05/2020,WI,Wood County,55141,Micropolitan,76,1126
12/09/2020,02/01/2020,12/05/2020,WV,Berkeley County,54003,Medium metro,18,781
12/09/2020,02/01/2020,12/05/2020,WV,Cabell County,54011,Medium metro,42,1640
12/09/2020,02/01/2020,12/05/2020,WV,Harrison County,54033,Micropolitan,19,764
12/09/2020,02/01/2020,12/05/2020,WV,Jackson County,54035,Noncore,10,181
12/09/2020,02/01/2020,12/05/2020,WV,Kanawha County,54039,Small metro,154,2626
12/09/2020,02/01/2020,12/05/2020,WV,Logan County,54045,Micropolitan,29,344
12/09/2020,02/01/2020,12/05/2020,WV,Mercer County,54055,Micropolitan,28,635
12/09/2020,02/01/2020,12/05/2020,WV,Monongalia County,54061,Small metro,38,1369
12/09/2020,02/01/2020,12/05/2020,WV,Ohio County,54069,Small metro,28,789
12/09/2020,02/01/2020,12/05/2020,WV,Putnam County,54079,Medium metro,14,313
12/09/2020,02/01/2020,12/05/2020,WV,Raleigh County,54081,Small metro,16,1053
12/09/2020,02/01/2020,12/05/2020,WV,Wayne County,54099,Medium metro,11,205
12/09/2020,02/01/2020,12/05/2020,WV,Wood County,54107,Small metro,12,804
12/09/2020,02/01/2020,12/05/2020,WY,Big Horn County,56003,Noncore,10,101
12/09/2020,02/01/2020,12/05/2020,WY,Fremont County,56013,Micropolitan,22,357
12/09/2020,02/01/2020,12/05/2020,WY,Laramie County,56021,Small metro,31,769
12/09/2020,02/01/2020,12/05/2020,WY,Natrona County,56025,Small metro,78,825
12/09/2020,02/01/2020,12/05/2020,WY,Sheridan County,56033,Micropolitan,11,257
12/09/2020,02/01/2020,12/05/2020,WY,Sweetwater County,56037,Micropolitan,10,303
12/09/2020,02/01/2020,12/05/2020,WY,Washakie County,56043,Noncore,11,74
